itemId,title,category,distance,duration,nearby_places,url,p_rating,count,latitude,longitude,image_url
490,Udaipur Leisure Garden 10,Family,2.1 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-leisure-garden-10,4.3,1498,24.5552,73.6831,https://source.unsplash.com/featured/800x500/?Udaipur+Leisure+Garden+10+udaipur+Family+India+travel
491,Udaipur Craft Lane 11,Shopping,2.6 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-craft-lane-11,4.4,877,24.5415,73.7423,https://source.unsplash.com/featured/800x500/?Udaipur+Craft+Lane+11+udaipur+Shopping+India+travel
492,Udaipur Market Bites 12,Food,3.5 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-market-bites-12,4.4,985,24.5752,73.7604,https://source.unsplash.com/featured/800x500/?Udaipur+Market+Bites+12+udaipur+Food+India+travel
493,Udaipur Heritage Trail 13,Heritage,3.8 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-heritage-trail-13,4.3,783,24.6136,73.6891,https://source.unsplash.com/featured/800x500/?Udaipur+Heritage+Trail+13+udaipur+Heritage+India+travel
494,Udaipur Legacy Lane 14,Historic,4.5 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-legacy-lane-14,4.7,699,24.6022,73.683,https://source.unsplash.com/featured/800x500/?Udaipur+Legacy+Lane+14+udaipur+Historic+India+travel
495,Udaipur Cultural House 15,Museum,5.2 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-cultural-house-15,4.1,720,24.6309,73.6768,https://source.unsplash.com/featured/800x500/?Udaipur+Cultural+House+15+udaipur+Museum+India+travel
496,Udaipur Forest View 16,Nature,5.5 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-forest-view-16,4.4,1261,24.6401,73.7012,https://source.unsplash.com/featured/800x500/?Udaipur+Forest+View+16+udaipur+Nature+India+travel
497,Udaipur Scenic Point 17,Scenic,6.1 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-scenic-point-17,4.2,1378,24.6268,73.6585,https://source.unsplash.com/featured/800x500/?Udaipur+Scenic+Point+17+udaipur+Scenic+India+travel
498,Udaipur Zipline Zone 18,Adventure,6.7 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-zipline-zone-18,4.4,989,24.5617,73.7663,https://source.unsplash.com/featured/800x500/?Udaipur+Zipline+Zone+18+udaipur+Adventure+India+travel
499,Udaipur Sun Sand Bay 19,Beach,7.1 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-sun-sand-bay-19,4.3,1070,24.624,73.709,https://source.unsplash.com/featured/800x500/?Udaipur+Sun+Sand+Bay+19+udaipur+Beach+India+travel
500,Udaipur Eco Trail 20,Wildlife,7.8 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-eco-trail-20,4.3,1451,24.6108,73.7288,https://source.unsplash.com/featured/800x500/?Udaipur+Eco+Trail+20+udaipur+Wildlife+India+travel
501,Udaipur Temple Circuit 21,Spiritual,8.4 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-temple-circuit-21,4.4,1614,24.6174,73.72,https://source.unsplash.com/featured/800x500/?Udaipur+Temple+Circuit+21+udaipur+Spiritual+India+travel
502,Udaipur Leisure Garden 22,Family,8.7 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-leisure-garden-22,4.3,1185,24.6214,73.7142,https://source.unsplash.com/featured/800x500/?Udaipur+Leisure+Garden+22+udaipur+Family+India+travel
503,Udaipur Craft Lane 23,Shopping,9.6 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-craft-lane-23,4.1,1615,24.6384,73.71,https://source.unsplash.com/featured/800x500/?Udaipur+Craft+Lane+23+udaipur+Shopping+India+travel
504,Udaipur Market Bites 24,Food,10.1 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-market-bites-24,4.3,2026,24.5563,73.7404,https://source.unsplash.com/featured/800x500/?Udaipur+Market+Bites+24+udaipur+Food+India+travel
505,Udaipur Heritage Trail 25,Heritage,0.7 km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-heritage-trail-25,4.2,1118,24.5317,73.7294,https://source.unsplash.com/featured/800x500/?Udaipur+Heritage+Trail+25+udaipur+Heritage+India+travel
506,Udaipur Legacy Lane 26,Historic,1.2 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-legacy-lane-26,4.6,1535,24.5816,73.6751,https://source.unsplash.com/featured/800x500/?Udaipur+Legacy+Lane+26+udaipur+Historic+India+travel
507,Udaipur Cultural House 27,Museum,1.9 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-cultural-house-27,4.4,1374,24.6063,73.7278,https://source.unsplash.com/featured/800x500/?Udaipur+Cultural+House+27+udaipur+Museum+India+travel
508,Udaipur Forest View 28,Nature,2.1 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-forest-view-28,4.6,1710,24.5545,73.6722,https://source.unsplash.com/featured/800x500/?Udaipur+Forest+View+28+udaipur+Nature+India+travel
509,Udaipur Scenic Point 29,Scenic,2.8 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-scenic-point-29,4.3,1415,24.5761,73.7179,https://source.unsplash.com/featured/800x500/?Udaipur+Scenic+Point+29+udaipur+Scenic+India+travel
510,Udaipur Zipline Zone 30,Adventure,3.4 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-zipline-zone-30,4.4,2067,24.6142,73.7323,https://source.unsplash.com/featured/800x500/?Udaipur+Zipline+Zone+30+udaipur+Adventure+India+travel
511,Udaipur Sun Sand Bay 31,Beach,3.7 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-sun-sand-bay-31,4.4,1140,24.5795,73.7349,https://source.unsplash.com/featured/800x500/?Udaipur+Sun+Sand+Bay+31+udaipur+Beach+India+travel
512,Udaipur Eco Trail 32,Wildlife,4.3 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-eco-trail-32,4.4,1373,24.6216,73.7568,https://source.unsplash.com/featured/800x500/?Udaipur+Eco+Trail+32+udaipur+Wildlife+India+travel
513,Udaipur Temple Circuit 33,Spiritual,4.8 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-temple-circuit-33,4.3,2254,24.5665,73.7147,https://source.unsplash.com/featured/800x500/?Udaipur+Temple+Circuit+33+udaipur+Spiritual+India+travel
514,Udaipur Leisure Garden 34,Family,5.5 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-leisure-garden-34,4.3,1353,24.5842,73.7564,https://source.unsplash.com/featured/800x500/?Udaipur+Leisure+Garden+34+udaipur+Family+India+travel
515,Udaipur Craft Lane 35,Shopping,5.9 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-craft-lane-35,4.5,1737,24.5869,73.7077,https://source.unsplash.com/featured/800x500/?Udaipur+Craft+Lane+35+udaipur+Shopping+India+travel
516,Udaipur Market Bites 36,Food,6.8 Km,1-2 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-market-bites-36,4.3,2313,24.61,73.7011,https://source.unsplash.com/featured/800x500/?Udaipur+Market+Bites+36+udaipur+Food+India+travel
517,Udaipur Heritage Trail 37,Heritage,7.3 Km,2-3 hrs,Udaipur Central Loop,/rajasthan/udaipur/udaipur-heritage-trail-37,4.3,1275,24.5384,73.7041,https://source.unsplash.com/featured/800x500/?Udaipur+Heritage+Trail+37+udaipur+Heritage+India+travel
518,Udaipur Legacy Lane 38,Historic,7.9 Km,Half day,Udaipur Central Loop,/rajasthan/udaipur/udaipur-legacy-lane-38,4.2,2012,24.6332,73.6651,https://source.unsplash.com/featured/800x500/?Udaipur+Legacy+Lane+38+udaipur+Historic+India+travel
519,Udaipur Cultural House 39,Museum,8.4 Km,30 min,Udaipur Central Loop,/rajasthan/udaipur/udaipur-cultural-house-39,4.5,2058,24.5502,73.6724,https://source.unsplash.com/featured/800x500/?Udaipur+Cultural+House+39+udaipur+Museum+India+travel
520,Udaipur Forest View 40,Nature,8.8 Km,1 hr,Udaipur Central Loop,/rajasthan/udaipur/udaipur-forest-view-40,4.6,1994,24.5716,73.7555,https://source.unsplash.com/featured/800x500/?Udaipur+Forest+View+40+udaipur+Nature+India+travel
521,Jodhpur Legacy Lane 01,Historic,7.8 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-legacy-lane-01,4.4,1053,26.2252,73.0444,https://source.unsplash.com/featured/800x500/?Jodhpur+Legacy+Lane+01+jodhpur+Historic+India+travel
522,Jodhpur Cultural House 02,Museum,8.3 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-cultural-house-02,4.3,820,26.1969,73.0785,https://source.unsplash.com/featured/800x500/?Jodhpur+Cultural+House+02+jodhpur+Museum+India+travel
523,Jodhpur Forest View 03,Nature,9.0 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-forest-view-03,4.4,1502,26.2757,73.0525,https://source.unsplash.com/featured/800x500/?Jodhpur+Forest+View+03+jodhpur+Nature+India+travel
524,Jodhpur Scenic Point 04,Scenic,9.3 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-scenic-point-04,4.5,727,26.2306,73.011,https://source.unsplash.com/featured/800x500/?Jodhpur+Scenic+Point+04+jodhpur+Scenic+India+travel
525,Jodhpur Zipline Zone 05,Adventure,10.0 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-zipline-zone-05,4.4,1291,26.2142,73.0724,https://source.unsplash.com/featured/800x500/?Jodhpur+Zipline+Zone+05+jodhpur+Adventure+India+travel
526,Jodhpur Sun Sand Bay 06,Beach,0.8 km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-sun-sand-bay-06,4.5,593,26.2515,73.0723,https://source.unsplash.com/featured/800x500/?Jodhpur+Sun+Sand+Bay+06+jodhpur+Beach+India+travel
527,Jodhpur Eco Trail 07,Wildlife,1.2 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-eco-trail-07,4.7,578,26.195,72.973,https://source.unsplash.com/featured/800x500/?Jodhpur+Eco+Trail+07+jodhpur+Wildlife+India+travel
528,Jodhpur Temple Circuit 08,Spiritual,1.7 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-temple-circuit-08,4.4,617,26.2108,72.9742,https://source.unsplash.com/featured/800x500/?Jodhpur+Temple+Circuit+08+jodhpur+Spiritual+India+travel
529,Jodhpur Leisure Garden 09,Family,2.1 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-leisure-garden-09,4.6,1704,26.1993,73.0786,https://source.unsplash.com/featured/800x500/?Jodhpur+Leisure+Garden+09+jodhpur+Family+India+travel
530,Jodhpur Craft Lane 10,Shopping,2.9 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-craft-lane-10,4.4,1166,26.219,73.0351,https://source.unsplash.com/featured/800x500/?Jodhpur+Craft+Lane+10+jodhpur+Shopping+India+travel
531,Jodhpur Market Bites 11,Food,3.4 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-market-bites-11,4.5,1134,26.2803,73.0777,https://source.unsplash.com/featured/800x500/?Jodhpur+Market+Bites+11+jodhpur+Food+India+travel
532,Jodhpur Heritage Trail 12,Heritage,4.1 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-heritage-trail-12,4.7,1468,26.1906,73.0736,https://source.unsplash.com/featured/800x500/?Jodhpur+Heritage+Trail+12+jodhpur+Heritage+India+travel
533,Jodhpur Legacy Lane 13,Historic,4.4 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-legacy-lane-13,4.7,1397,26.245,72.9745,https://source.unsplash.com/featured/800x500/?Jodhpur+Legacy+Lane+13+jodhpur+Historic+India+travel
534,Jodhpur Cultural House 14,Museum,5.0 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-cultural-house-14,4.5,1410,26.2703,73.0044,https://source.unsplash.com/featured/800x500/?Jodhpur+Cultural+House+14+jodhpur+Museum+India+travel
535,Jodhpur Forest View 15,Nature,5.4 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-forest-view-15,4.3,958,26.2041,73.0285,https://source.unsplash.com/featured/800x500/?Jodhpur+Forest+View+15+jodhpur+Nature+India+travel
536,Jodhpur Scenic Point 16,Scenic,6.1 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-scenic-point-16,4.6,1827,26.2725,73.0699,https://source.unsplash.com/featured/800x500/?Jodhpur+Scenic+Point+16+jodhpur+Scenic+India+travel
537,Jodhpur Zipline Zone 17,Adventure,6.6 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-zipline-zone-17,4.4,870,26.2422,73.012,https://source.unsplash.com/featured/800x500/?Jodhpur+Zipline+Zone+17+jodhpur+Adventure+India+travel
538,Jodhpur Sun Sand Bay 18,Beach,7.0 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-sun-sand-bay-18,4.6,1122,26.2853,73.0625,https://source.unsplash.com/featured/800x500/?Jodhpur+Sun+Sand+Bay+18+jodhpur+Beach+India+travel
539,Jodhpur Eco Trail 19,Wildlife,7.8 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-eco-trail-19,4.4,904,26.1896,73.0108,https://source.unsplash.com/featured/800x500/?Jodhpur+Eco+Trail+19+jodhpur+Wildlife+India+travel
540,Jodhpur Temple Circuit 20,Spiritual,8.4 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-temple-circuit-20,4.6,1759,26.2046,73.0531,https://source.unsplash.com/featured/800x500/?Jodhpur+Temple+Circuit+20+jodhpur+Spiritual+India+travel
541,Jodhpur Leisure Garden 21,Family,8.8 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-leisure-garden-21,4.8,1234,26.2069,73.0691,https://source.unsplash.com/featured/800x500/?Jodhpur+Leisure+Garden+21+jodhpur+Family+India+travel
542,Jodhpur Craft Lane 22,Shopping,9.2 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-craft-lane-22,4.5,1804,26.287,73.0751,https://source.unsplash.com/featured/800x500/?Jodhpur+Craft+Lane+22+jodhpur+Shopping+India+travel
543,Jodhpur Market Bites 23,Food,10.0 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-market-bites-23,4.4,1337,26.2845,73.0458,https://source.unsplash.com/featured/800x500/?Jodhpur+Market+Bites+23+jodhpur+Food+India+travel
544,Jodhpur Heritage Trail 24,Heritage,0.6 km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-heritage-trail-24,4.5,1605,26.2446,73.0546,https://source.unsplash.com/featured/800x500/?Jodhpur+Heritage+Trail+24+jodhpur+Heritage+India+travel
545,Jodhpur Legacy Lane 25,Historic,1.3 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-legacy-lane-25,4.5,1854,26.2178,73.0089,https://source.unsplash.com/featured/800x500/?Jodhpur+Legacy+Lane+25+jodhpur+Historic+India+travel
546,Jodhpur Cultural House 26,Museum,1.6 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-cultural-house-26,4.5,1009,26.2677,73.0045,https://source.unsplash.com/featured/800x500/?Jodhpur+Cultural+House+26+jodhpur+Museum+India+travel
547,Jodhpur Forest View 27,Nature,2.1 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-forest-view-27,4.5,2135,26.2458,72.9936,https://source.unsplash.com/featured/800x500/?Jodhpur+Forest+View+27+jodhpur+Nature+India+travel
548,Jodhpur Scenic Point 28,Scenic,2.7 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-scenic-point-28,4.6,1739,26.2476,73.0152,https://source.unsplash.com/featured/800x500/?Jodhpur+Scenic+Point+28+jodhpur+Scenic+India+travel
549,Jodhpur Zipline Zone 29,Adventure,3.4 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-zipline-zone-29,4.5,1676,26.2466,72.9963,https://source.unsplash.com/featured/800x500/?Jodhpur+Zipline+Zone+29+jodhpur+Adventure+India+travel
550,Jodhpur Sun Sand Bay 30,Beach,4.1 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-sun-sand-bay-30,4.5,2012,26.2122,73.0597,https://source.unsplash.com/featured/800x500/?Jodhpur+Sun+Sand+Bay+30+jodhpur+Beach+India+travel
551,Jodhpur Eco Trail 31,Wildlife,4.4 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-eco-trail-31,4.3,2150,26.2346,73.0499,https://source.unsplash.com/featured/800x500/?Jodhpur+Eco+Trail+31+jodhpur+Wildlife+India+travel
552,Jodhpur Temple Circuit 32,Spiritual,5.0 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-temple-circuit-32,4.6,1174,26.2376,73.0702,https://source.unsplash.com/featured/800x500/?Jodhpur+Temple+Circuit+32+jodhpur+Spiritual+India+travel
553,Jodhpur Leisure Garden 33,Family,5.4 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-leisure-garden-33,4.7,1176,26.2415,73.0616,https://source.unsplash.com/featured/800x500/?Jodhpur+Leisure+Garden+33+jodhpur+Family+India+travel
554,Jodhpur Craft Lane 34,Shopping,6.2 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-craft-lane-34,4.5,1409,26.268,73.0147,https://source.unsplash.com/featured/800x500/?Jodhpur+Craft+Lane+34+jodhpur+Shopping+India+travel
555,Jodhpur Market Bites 35,Food,6.6 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-market-bites-35,4.7,2112,26.1849,73.0249,https://source.unsplash.com/featured/800x500/?Jodhpur+Market+Bites+35+jodhpur+Food+India+travel
556,Jodhpur Heritage Trail 36,Heritage,7.2 Km,2-3 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-heritage-trail-36,4.3,1180,26.2564,72.971,https://source.unsplash.com/featured/800x500/?Jodhpur+Heritage+Trail+36+jodhpur+Heritage+India+travel
557,Jodhpur Legacy Lane 37,Historic,7.9 Km,Half day,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-legacy-lane-37,4.2,2050,26.2421,72.9995,https://source.unsplash.com/featured/800x500/?Jodhpur+Legacy+Lane+37+jodhpur+Historic+India+travel
558,Jodhpur Cultural House 38,Museum,8.1 Km,30 min,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-cultural-house-38,4.3,1496,26.2726,73.0694,https://source.unsplash.com/featured/800x500/?Jodhpur+Cultural+House+38+jodhpur+Museum+India+travel
559,Jodhpur Forest View 39,Nature,8.8 Km,1 hr,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-forest-view-39,4.5,2027,26.2104,73.0375,https://source.unsplash.com/featured/800x500/?Jodhpur+Forest+View+39+jodhpur+Nature+India+travel
560,Jodhpur Scenic Point 40,Scenic,9.4 Km,1-2 hrs,Jodhpur Central Loop,/rajasthan/jodhpur/jodhpur-scenic-point-40,4.5,1700,26.1926,73.0748,https://source.unsplash.com/featured/800x500/?Jodhpur+Scenic+Point+40+jodhpur+Scenic+India+travel
561,Mysore Cultural House 01,Museum,8.1 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-cultural-house-01,4.7,422,12.2738,76.6755,https://source.unsplash.com/featured/800x500/?Mysore+Cultural+House+01+mysore+Museum+India+travel
562,Mysore Forest View 02,Nature,8.9 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-forest-view-02,4.4,400,12.2511,76.6261,https://source.unsplash.com/featured/800x500/?Mysore+Forest+View+02+mysore+Nature+India+travel
563,Mysore Scenic Point 03,Scenic,9.5 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-scenic-point-03,4.6,1082,12.3181,76.5935,https://source.unsplash.com/featured/800x500/?Mysore+Scenic+Point+03+mysore+Scenic+India+travel
564,Mysore Zipline Zone 04,Adventure,9.8 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-zipline-zone-04,4.6,514,12.303,76.6788,https://source.unsplash.com/featured/800x500/?Mysore+Zipline+Zone+04+mysore+Adventure+India+travel
565,Mysore Sun Sand Bay 05,Beach,0.7 km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-sun-sand-bay-05,4.7,1005,12.2661,76.6835,https://source.unsplash.com/featured/800x500/?Mysore+Sun+Sand+Bay+05+mysore+Beach+India+travel
566,Mysore Eco Trail 06,Wildlife,1.3 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-eco-trail-06,4.9,1627,12.2459,76.5926,https://source.unsplash.com/featured/800x500/?Mysore+Eco+Trail+06+mysore+Wildlife+India+travel
567,Mysore Temple Circuit 07,Spiritual,1.8 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-temple-circuit-07,4.6,920,12.3132,76.6041,https://source.unsplash.com/featured/800x500/?Mysore+Temple+Circuit+07+mysore+Spiritual+India+travel
568,Mysore Leisure Garden 08,Family,2.3 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-leisure-garden-08,4.4,676,12.3054,76.6671,https://source.unsplash.com/featured/800x500/?Mysore+Leisure+Garden+08+mysore+Family+India+travel
569,Mysore Craft Lane 09,Shopping,2.8 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-craft-lane-09,4.7,1649,12.2737,76.6464,https://source.unsplash.com/featured/800x500/?Mysore+Craft+Lane+09+mysore+Shopping+India+travel
570,Mysore Market Bites 10,Food,3.2 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-market-bites-10,4.8,725,12.2773,76.6675,https://source.unsplash.com/featured/800x500/?Mysore+Market+Bites+10+mysore+Food+India+travel
571,Mysore Heritage Trail 11,Heritage,3.7 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-heritage-trail-11,4.6,743,12.2959,76.6916,https://source.unsplash.com/featured/800x500/?Mysore+Heritage+Trail+11+mysore+Heritage+India+travel
572,Mysore Legacy Lane 12,Historic,4.6 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-legacy-lane-12,4.6,1279,12.2783,76.669,https://source.unsplash.com/featured/800x500/?Mysore+Legacy+Lane+12+mysore+Historic+India+travel
573,Mysore Cultural House 13,Museum,5.2 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-cultural-house-13,4.7,1362,12.2441,76.6145,https://source.unsplash.com/featured/800x500/?Mysore+Cultural+House+13+mysore+Museum+India+travel
574,Mysore Forest View 14,Nature,5.4 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-forest-view-14,4.8,1435,12.3016,76.6257,https://source.unsplash.com/featured/800x500/?Mysore+Forest+View+14+mysore+Nature+India+travel
575,Mysore Scenic Point 15,Scenic,6.2 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-scenic-point-15,4.6,848,12.2502,76.6524,https://source.unsplash.com/featured/800x500/?Mysore+Scenic+Point+15+mysore+Scenic+India+travel
576,Mysore Zipline Zone 16,Adventure,6.8 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-zipline-zone-16,4.4,1500,12.2703,76.6262,https://source.unsplash.com/featured/800x500/?Mysore+Zipline+Zone+16+mysore+Adventure+India+travel
577,Mysore Sun Sand Bay 17,Beach,7.0 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-sun-sand-bay-17,4.5,1463,12.2756,76.5961,https://source.unsplash.com/featured/800x500/?Mysore+Sun+Sand+Bay+17+mysore+Beach+India+travel
578,Mysore Eco Trail 18,Wildlife,7.6 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-eco-trail-18,4.6,1889,12.3245,76.5956,https://source.unsplash.com/featured/800x500/?Mysore+Eco+Trail+18+mysore+Wildlife+India+travel
579,Mysore Temple Circuit 19,Spiritual,8.1 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-temple-circuit-19,4.6,962,12.3018,76.6293,https://source.unsplash.com/featured/800x500/?Mysore+Temple+Circuit+19+mysore+Spiritual+India+travel
580,Mysore Leisure Garden 20,Family,9.0 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-leisure-garden-20,4.6,1642,12.3065,76.6707,https://source.unsplash.com/featured/800x500/?Mysore+Leisure+Garden+20+mysore+Family+India+travel
581,Mysore Craft Lane 21,Shopping,9.6 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-craft-lane-21,4.9,1315,12.2835,76.5937,https://source.unsplash.com/featured/800x500/?Mysore+Craft+Lane+21+mysore+Shopping+India+travel
582,Mysore Market Bites 22,Food,9.9 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-market-bites-22,4.3,1457,12.3037,76.6031,https://source.unsplash.com/featured/800x500/?Mysore+Market+Bites+22+mysore+Food+India+travel
583,Mysore Heritage Trail 23,Heritage,0.5 km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-heritage-trail-23,4.4,1477,12.2703,76.6005,https://source.unsplash.com/featured/800x500/?Mysore+Heritage+Trail+23+mysore+Heritage+India+travel
584,Mysore Legacy Lane 24,Historic,1.1 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-legacy-lane-24,4.5,1902,12.2941,76.5929,https://source.unsplash.com/featured/800x500/?Mysore+Legacy+Lane+24+mysore+Historic+India+travel
585,Mysore Cultural House 25,Museum,1.5 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-cultural-house-25,4.6,1720,12.3061,76.6059,https://source.unsplash.com/featured/800x500/?Mysore+Cultural+House+25+mysore+Museum+India+travel
586,Mysore Forest View 26,Nature,2.4 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-forest-view-26,4.6,1618,12.2773,76.6526,https://source.unsplash.com/featured/800x500/?Mysore+Forest+View+26+mysore+Nature+India+travel
587,Mysore Scenic Point 27,Scenic,2.9 Km,30 min,Mysore Central Loop,/karnataka/mysore/mysore-scenic-point-27,4.8,1571,12.2882,76.675,https://source.unsplash.com/featured/800x500/?Mysore+Scenic+Point+27+mysore+Scenic+India+travel
588,Mysore Zipline Zone 28,Adventure,3.2 Km,1 hr,Mysore Central Loop,/karnataka/mysore/mysore-zipline-zone-28,4.7,1794,12.2761,76.6886,https://source.unsplash.com/featured/800x500/?Mysore+Zipline+Zone+28+mysore+Adventure+India+travel
589,Mysore Sun Sand Bay 29,Beach,4.0 Km,1-2 hrs,Mysore Central Loop,/karnataka/mysore/mysore-sun-sand-bay-29,4.5,2181,12.3474,76.6165,https://source.unsplash.com/featured/800x500/?Mysore+Sun+Sand+Bay+29+mysore+Beach+India+travel
590,Mysore Eco Trail 30,Wildlife,4.4 Km,2-3 hrs,Mysore Central Loop,/karnataka/mysore/mysore-eco-trail-30,4.6,1772,12.3268,76.6202,https://source.unsplash.com/featured/800x500/?Mysore+Eco+Trail+30+mysore+Wildlife+India+travel
591,Mysore Temple Circuit 31,Spiritual,5.0 Km,Half day,Mysore Central Loop,/karnataka/mysore/mysore-temple-circuit-31,4.6,2174,12.2533,76.6464,https://source.unsplash.com/featured/800x500/?Mysore+Temple+Circuit+31+mysore+Spiritual+India+travel
